date,cyclists,April,August,December,February,January,July,June,March,May,November,October,September,Weekday,Weekend,trend,mean_temp,percip(mm),Holiday,rain_binary,forecast_rain,forecast_temp,forecast_percip
2021-01-08,1538,0,0,0,0,1,0,0,0,0,0,0,0,1,0,739,2.6,0,0,0,0,0,0
2021-01-09,1581,0,0,0,0,1,0,0,0,0,0,0,0,0,1,740,1.8,1.1,0,1,0,0,0
2021-01-10,1386,0,0,0,0,1,0,0,0,0,0,0,0,0,1,741,5.3,14.1,0,1,0,0,0
2021-01-11,885,0,0,0,0,1,0,0,0,0,0,0,0,1,0,742,6.5,12.1,0,1,0,0,0
2021-01-12,1034,0,0,0,0,1,0,0,0,0,0,0,0,1,0,743,8.4,9.9,0,1,0,0,0
2021-01-13,1836,0,0,0,0,1,0,0,0,0,0,0,0,1,0,744,5.2,0,0,0,0,0,0
2021-01-14,1753,0,0,0,0,1,0,0,0,0,0,0,0,1,0,745,4.1,0,0,0,0,0,0
2021-01-15,2283,0,0,0,0,1,0,0,0,0,0,0,0,1,0,746,5,0.2,0,1,0,0,0
2021-01-16,1431,0,0,0,0,1,0,0,0,0,0,0,0,0,1,747,3,1.8,0,1,0,0,0
2021-01-17,1972,0,0,0,0,1,0,0,0,0,0,0,0,0,1,748,5,0.2,0,1,0,0,0
2021-01-18,1762,0,0,0,0,1,0,0,0,0,0,0,0,1,0,749,2,0,0,0,0,0,0
2021-01-19,1741,0,0,0,0,1,0,0,0,0,0,0,0,1,0,750,2.8,0,0,0,0,0,0
2021-01-20,1527,0,0,0,0,1,0,0,0,0,0,0,0,1,0,751,5.5,0,0,0,0,0,0
2021-01-21,1583,0,0,0,0,1,0,0,0,0,0,0,0,1,0,752,5.3,0,0,0,0,0,0
2021-01-22,1777,0,0,0,0,1,0,0,0,0,0,0,0,1,0,753,1.1,0.2,0,1,0,0,0
2021-01-23,1444,0,0,0,0,1,0,0,0,0,0,0,0,0,1,754,-1,5.5,0,1,0,0,0
2021-01-24,361,0,0,0,0,1,0,0,0,0,0,0,0,0,1,755,4.7,0.2,0,1,0,0,0
2021-01-25,1413,0,0,0,0,1,0,0,0,0,0,0,0,1,0,756,1.6,0,0,0,0,0,0
2021-01-26,1296,0,0,0,0,1,0,0,0,0,0,0,0,1,0,757,1.5,0,0,0,0,0,0
2021-01-27,1316,0,0,0,0,1,0,0,0,0,0,0,0,1,0,758,3.9,1.4,0,1,0,0,0
2021-01-28,1317,0,0,0,0,1,0,0,0,0,0,0,0,1,0,759,4.4,0,0,0,0,0,0
2021-01-29,1514,0,0,0,0,1,0,0,0,0,0,0,0,1,0,760,1.6,0,0,0,0,0,0
2021-01-30,1506,0,0,0,0,1,0,0,0,0,0,0,0,0,1,761,5,5.6,0,1,0,0,0
2021-01-31,369,0,0,0,0,1,0,0,0,0,0,0,0,0,1,762,6.3,17.7,0,1,0,0,0
2021-02-01,927,0,0,0,1,0,0,0,0,0,0,0,0,1,0,763,6.2,4.8,0,1,0,0,0
2021-02-02,1329,0,0,0,1,0,0,0,0,0,0,0,0,1,0,764,5.3,0,0,0,0,0,0
2021-02-03,2127,0,0,0,1,0,0,0,0,0,0,0,0,1,0,765,4.8,1.3,0,1,0,0,0
2021-02-04,1030,0,0,0,1,0,0,0,0,0,0,0,0,1,0,766,6,0.2,0,1,0,0,0
2021-02-05,2148,0,0,0,1,0,0,0,0,0,0,0,0,1,0,767,7.7,0.2,0,1,0,0,0
2021-02-06,1287,0,0,0,1,0,0,0,0,0,0,0,0,0,1,768,6.8,0.5,0,1,0,0,0
2021-02-07,1964,0,0,0,1,0,0,0,0,0,0,0,0,0,1,769,4.1,0,0,0,0,0,0
2021-02-08,1433,0,0,0,1,0,0,0,0,0,0,0,0,1,0,770,2.3,0,0,0,0,0,0
2021-02-09,1343,0,0,0,1,0,0,0,0,0,0,0,0,1,0,771,-1.1,0.4,0,1,0,0,0
2021-02-10,795,0,0,0,1,0,0,0,0,0,0,0,0,1,0,772,-2.6,0,0,0,0,0,0
2021-02-11,416,0,0,0,1,0,0,0,0,0,0,0,0,1,0,773,-3.4,1.4,0,1,0,0,0
2021-02-12,449,0,0,0,1,0,0,0,0,0,0,0,0,1,0,774,-3.2,26.3,0,1,0,0,0
2021-02-13,41,0,0,0,1,0,0,0,0,0,0,0,0,0,1,775,-2.4,7.3,0,1,0,0,0
2021-02-14,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,776,-0.1,11.8,0,1,0,0,0
2021-02-15,43,0,0,0,1,0,0,0,0,0,0,0,0,1,0,777,1.4,0.2,1,1,0,0,0
2021-02-16,362,0,0,0,1,0,0,0,0,0,0,0,0,1,0,778,1.3,0,0,0,0,0,0
2021-02-17,888,0,0,0,1,0,0,0,0,0,0,0,0,1,0,779,-0.7,0.6,0,1,0,0,0
2021-02-18,761,0,0,0,1,0,0,0,0,0,0,0,0,1,0,780,2.5,2.8,0,1,0,0,0
2021-02-19,1247,0,0,0,1,0,0,0,0,0,0,0,0,1,0,781,4.6,0,0,0,0,0,0
2021-02-20,1247,0,0,0,1,0,0,0,0,0,0,0,0,0,1,782,4.3,18.7,0,1,0,0,0
2021-02-21,648,0,0,0,1,0,0,0,0,0,0,0,0,0,1,783,5.9,7.7,0,1,0,0,0
2021-02-22,1414,0,0,0,1,0,0,0,0,0,0,0,0,1,0,784,5.2,5.8,0,1,0,0,0
2021-02-23,1467,0,0,0,1,0,0,0,0,0,0,0,0,1,0,785,3,0,0,0,0,0,0
2021-02-24,1474,0,0,0,1,0,0,0,0,0,0,0,0,1,0,786,-0.9,7.3,0,1,0,0,0
2021-02-25,883,0,0,0,1,0,0,0,0,0,0,0,0,1,0,787,2,3.3,0,1,0,0,0
2021-02-26,1780,0,0,0,1,0,0,0,0,0,0,0,0,1,0,788,5,1.4,0,1,0,0,0
2021-02-27,1877,0,0,0,1,0,0,0,0,0,0,0,0,0,1,789,0.4,0.8,0,1,0,0,0
2021-02-28,1182,0,0,0,1,0,0,0,0,0,0,0,0,0,1,790,5.4,0,0,0,0,0,0
2021-03-01,1880,0,0,0,0,0,0,0,1,0,0,0,0,1,0,791,3.2,0,0,0,0,0,0
2021-03-02,1794,0,0,0,0,0,0,0,1,0,0,0,0,1,0,792,2.5,0,0,0,0,0,0
2021-03-03,1781,0,0,0,0,0,0,0,1,0,0,0,0,1,0,793,3.7,0,0,0,0,0,0
2021-03-04,1576,0,0,0,0,0,0,0,1,0,0,0,0,1,0,794,2.2,0.3,0,1,0,0,0
2021-03-05,1586,0,0,0,0,0,0,0,1,0,0,0,0,1,0,795,6.9,0.2,0,1,0,0,0
2021-03-06,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,1,796,3.5,0,0,0,0,0,0
2021-03-07,1311,0,0,0,0,0,0,0,1,0,0,0,0,0,1,797,3.2,0.2,0,1,0,0,0
2021-03-08,2172,0,0,0,0,0,0,0,1,0,0,0,0,1,0,798,4.3,0,0,0,0,0,0
2021-03-09,1879,0,0,0,0,0,0,0,1,0,0,0,0,1,0,799,4.6,0,0,0,0,0,0
2021-03-10,2038,0,0,0,0,0,0,0,1,0,0,0,0,1,0,800,0.7,0,0,0,0,0,0
2021-03-11,2218,0,0,0,0,0,0,0,1,0,0,0,0,1,0,801,0.6,0,0,0,0,0,0
2021-03-12,2132,0,0,0,0,0,0,0,1,0,0,0,0,1,0,802,2.1,0,0,0,0,0,0
2021-03-13,2143,0,0,0,0,0,0,0,1,0,0,0,0,0,1,803,2.7,0,0,0,0,0,0
2021-03-14,823,0,0,0,0,0,0,0,1,0,0,0,0,0,1,804,5,0,0,0,0,0,0
2021-03-15,2109,0,0,0,0,0,0,0,1,0,0,0,0,1,0,805,1.9,0,0,0,0,0,0
2021-03-16,2105,0,0,0,0,0,0,0,1,0,0,0,0,1,0,806,-0.5,0,0,0,0,0,0
2021-03-17,2122,0,0,0,0,0,0,0,1,0,0,0,0,1,0,807,1.4,0,0,0,0,0,0
2021-03-18,1679,0,0,0,0,0,0,0,1,0,0,0,0,1,0,808,4.9,0,0,0,0,0,0
2021-03-19,1607,0,0,0,0,0,0,0,1,0,0,0,0,1,0,809,6.4,0.7,0,1,0,0,0
2021-03-20,1810,0,0,0,0,0,0,0,1,0,0,0,0,0,1,810,6.2,4.6,0,1,0,0,0
2021-03-21,669,0,0,0,0,0,0,0,1,0,0,0,0,0,1,811,5.3,3.7,0,1,0,0,0
2021-03-22,1893,0,0,0,0,0,0,0,1,0,0,0,0,1,0,812,5.5,0.4,0,1,0,0,0
2021-03-23,2304,0,0,0,0,0,0,0,1,0,0,0,0,1,0,813,1.3,7.9,0,1,0,0,0
2021-03-24,914,0,0,0,0,0,0,0,1,0,0,0,0,1,0,814,6,,0,0,0,0,0
2021-03-25,2404,0,0,0,0,0,0,0,1,0,0,0,0,1,0,815,5.8,0,0,0,0,0,0
2021-03-26,2507,0,0,0,0,0,0,0,1,0,0,0,0,1,0,816,3.1,0,0,0,0,0,0
2021-03-27,1876,0,0,0,0,0,0,0,1,0,0,0,0,0,1,817,,10.5,0,1,0,0,0
2021-03-28,357,0,0,0,0,0,0,0,1,0,0,0,0,0,1,818,3.6,0,0,0,0,0,0
2021-03-29,2301,0,0,0,0,0,0,0,1,0,0,0,0,1,0,819,1.9,0,0,0,0,0,0
2021-03-30,2267,0,0,0,0,0,0,0,1,0,0,0,0,1,0,820,1.2,0,0,0,0,0,0
2021-03-31,2341,0,0,0,0,0,0,0,1,0,0,0,0,1,0,821,2.5,0,0,0,0,0,0
2021-04-01,1756,1,0,0,0,0,0,0,0,0,0,0,0,1,0,822,4.3,0,0,0,0,0,0
2021-04-02,2208,1,0,0,0,0,0,0,0,0,0,0,0,1,0,823,6.1,0,1,0,0,0,0
2021-04-03,1378,1,0,0,0,0,0,0,0,0,0,0,0,0,1,824,6.4,0,0,0,0,0,0
2021-04-04,2286,1,0,0,0,0,0,0,0,0,0,0,0,0,1,825,5.4,0,0,0,0,0,0
2021-04-05,2550,1,0,0,0,0,0,0,0,0,0,0,0,1,0,826,0.6,0,0,0,0,0,0
2021-04-06,2242,1,0,0,0,0,0,0,0,0,0,0,0,1,0,827,2.4,1.3,0,1,0,0,0
2021-04-07,1038,1,0,0,0,0,0,0,0,0,0,0,0,1,0,828,6.2,0,0,0,0,0,0
2021-04-08,2326,1,0,0,0,0,0,0,0,0,0,0,0,1,0,829,4.7,3,0,1,0,0,0
2021-04-09,1061,1,0,0,0,0,0,0,0,0,0,0,0,1,0,830,5.7,0.9,0,1,0,0,0
2021-04-10,2111,1,0,0,0,0,0,0,0,0,0,0,0,0,1,831,3,0.2,0,1,0,0,0
2021-04-11,2622,1,0,0,0,0,0,0,0,0,0,0,0,0,1,832,0.5,0,0,0,0,0,0
2021-04-12,2347,1,0,0,0,0,0,0,0,0,0,0,0,1,0,833,2,0,0,0,0,0,0
2021-04-13,2513,1,0,0,0,0,0,0,0,0,0,0,0,1,0,834,8,0,0,0,0,0,0
2021-04-14,2839,1,0,0,0,0,0,0,0,0,0,0,0,1,0,835,3.9,0,0,0,0,0,0
2021-04-15,2836,1,0,0,0,0,0,0,0,0,0,0,0,1,0,836,5.7,0,0,0,0,0,0
2021-04-16,2976,1,0,0,0,0,0,0,0,0,0,0,0,1,0,837,7.5,0,0,0,0,0,0
2021-04-17,3251,1,0,0,0,0,0,0,0,0,0,0,0,0,1,838,8.2,0,0,0,0,0,0
2021-04-18,3241,1,0,0,0,0,0,0,0,0,0,0,0,0,1,839,8.4,0,0,0,0,0,0
2021-04-19,2758,1,0,0,0,0,0,0,0,0,0,0,0,1,0,840,10.5,0,0,0,0,0,0
2021-04-20,2850,1,0,0,0,0,0,0,0,0,0,0,0,1,0,841,7,0,0,0,0,0,0
2021-04-21,2841,1,0,0,0,0,0,0,0,0,0,0,0,1,0,842,7.2,0,0,0,0,0,0
2021-04-22,2536,1,0,0,0,0,0,0,0,0,0,0,0,1,0,843,7.2,0,0,0,0,0,0
2021-04-23,2046,1,0,0,0,0,0,0,0,0,0,0,0,1,0,844,9.1,7,0,1,0,0,0
2021-04-24,581,1,0,0,0,0,0,0,0,0,0,0,0,0,1,845,8.2,4.2,0,1,0,0,0
2021-04-25,1002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,846,8,0.2,0,1,0,0,0
2021-04-26,2353,1,0,0,0,0,0,0,0,0,0,0,0,1,0,847,9.1,0,0,0,0,0,0
2021-04-27,2252,1,0,0,0,0,0,0,0,0,0,0,0,1,0,848,8.4,0,0,0,0,0,0
2021-04-28,2023,1,0,0,0,0,0,0,0,0,0,0,0,1,0,849,9,0,0,0,0,0,0
2021-04-29,2602,1,0,0,0,0,0,0,0,0,0,0,0,1,0,850,10,2.3,0,1,0,0,0
2021-04-30,1783,1,0,0,0,0,0,0,0,0,0,0,0,1,0,851,9.9,0,0,0,0,0,0
2021-05-01,2723,0,0,0,0,0,0,0,0,1,0,0,0,0,1,852,8.9,0,0,0,0,0,0
2021-05-02,2949,0,0,0,0,0,0,0,0,1,0,0,0,0,1,853,8.4,0,0,0,0,0,0
2021-05-03,1275,0,0,0,0,0,0,0,0,1,0,0,0,1,0,854,8.6,0,0,0,0,0,0
2021-05-04,2780,0,0,0,0,0,0,0,0,1,0,0,0,1,0,855,9.1,0,0,0,0,0,0
2021-05-05,2241,0,0,0,0,0,0,0,0,1,0,0,0,1,0,856,6.7,0,0,0,0,0,0
2021-05-06,1831,0,0,0,0,0,0,0,0,1,0,0,0,1,0,857,9.2,3,0,1,0,0,0
2021-05-07,1998,0,0,0,0,0,0,0,0,1,0,0,0,1,0,858,6.8,0.7,0,1,0,0,0
2021-05-08,1816,0,0,0,0,0,0,0,0,1,0,0,0,0,1,859,7.9,0.8,0,1,0,0,0
2021-05-09,1671,0,0,0,0,0,0,0,0,1,0,0,0,0,1,860,8.7,0,0,0,0,0,0
2021-05-10,2602,0,0,0,0,0,0,0,0,1,0,0,0,1,0,861,6.1,0,0,0,0,0,0
2021-05-11,2878,0,0,0,0,0,0,0,0,1,0,0,0,1,0,862,7,0,0,0,0,0,0
2021-05-12,2388,0,0,0,0,0,0,0,0,1,0,0,0,1,0,863,10.1,0,0,0,0,0,0
2021-05-13,3024,0,0,0,0,0,0,0,0,1,0,0,0,1,0,864,8.5,0,0,0,0,0,0
2021-05-14,3011,0,0,0,0,0,0,0,0,1,0,0,0,1,0,865,9.4,0,0,0,0,0,0
2021-05-15,3210,0,0,0,0,0,0,0,0,1,0,0,0,0,1,866,9.8,0,0,0,0,0,0
2021-05-16,3122,0,0,0,0,0,0,0,0,1,0,0,0,0,1,867,9.6,0,0,0,0,0,0
2021-05-17,1710,0,0,0,0,0,0,0,0,1,0,0,0,1,0,868,9.9,1.8,0,1,0,0,0
2021-05-18,2267,0,0,0,0,0,0,0,0,1,0,0,0,1,0,869,7.8,0,0,0,0,0,0
2021-05-19,2514,0,0,0,0,0,0,0,0,1,0,0,0,1,0,870,7,0,0,0,0,0,0
2021-05-20,2830,0,0,0,0,0,0,0,0,1,0,0,0,1,0,871,6.2,0,0,0,0,0,0
2021-05-21,3018,0,0,0,0,0,0,0,0,1,0,0,0,1,0,872,9.2,0,0,0,0,0,0
2021-05-22,3056,0,0,0,0,0,0,0,0,1,0,0,0,0,1,873,8.5,0,0,0,0,0,0
2021-05-23,2851,0,0,0,0,0,0,0,0,1,0,0,0,0,1,874,10.7,1.5,1,1,0,0,0
2021-05-24,869,0,0,0,0,0,0,0,0,1,0,0,0,1,0,875,10,2.6,0,1,0,0,0
2021-05-25,1724,0,0,0,0,0,0,0,0,1,0,0,0,1,0,876,10.4,0,0,0,0,0,0
2021-05-26,2408,0,0,0,0,0,0,0,0,1,0,0,0,1,0,877,10,1.7,0,1,0,0,0
2021-05-27,1376,0,0,0,0,0,0,0,0,1,0,0,0,1,0,878,10.2,0,0,0,0,0,0
2021-05-28,2679,0,0,0,0,0,0,0,0,1,0,0,0,1,0,879,9.7,0,0,0,0,0,0
2021-05-29,3290,0,0,0,0,0,0,0,0,1,0,0,0,0,1,880,7.9,0,0,0,0,0,0
2021-05-30,2310,0,0,0,0,0,0,0,0,1,0,0,0,0,1,881,10.8,0,0,0,0,0,0
2021-05-31,3034,0,0,0,0,0,0,0,0,1,0,0,0,1,0,882,11.3,0,0,0,0,0,0
2021-06-01,3469,0,0,0,0,0,0,1,0,0,0,0,0,1,0,883,12,0,0,0,0,0,0
2021-06-02,3370,0,0,0,0,0,0,1,0,0,0,0,0,1,0,884,12.7,0,0,0,0,0,0
2021-06-03,3069,0,0,0,0,0,0,1,0,0,0,0,0,1,0,885,11,0,0,0,0,0,0
2021-06-04,2518,0,0,0,0,0,0,1,0,0,0,0,0,1,0,886,10.7,4.9,0,1,0,0,0
2021-06-05,2053,0,0,0,0,0,0,1,0,0,0,0,0,0,1,887,10.3,1.3,0,1,0,0,0
2021-06-06,1083,0,0,0,0,0,0,1,0,0,0,0,0,0,1,888,9.8,0,0,0,0,0,0
2021-06-07,2690,0,0,0,0,0,0,1,0,0,0,0,0,1,0,889,6.6,0,0,0,0,0,0
2021-06-08,2858,0,0,0,0,0,0,1,0,0,0,0,0,1,0,890,8.2,0,0,0,0,0,0
2021-06-09,2899,0,0,0,0,0,0,1,0,0,0,0,0,1,0,891,10.3,0,0,0,0,0,0
2021-06-10,2779,0,0,0,0,0,0,1,0,0,0,0,0,1,0,892,9.9,1.6,0,1,0,0,0
2021-06-11,1657,0,0,0,0,0,0,1,0,0,0,0,0,1,0,893,11.6,0.8,0,1,0,0,0
2021-06-12,2851,0,0,0,0,0,0,1,0,0,0,0,0,0,1,894,9.9,2.8,0,1,0,0,0
2021-06-13,1101,0,0,0,0,0,0,1,0,0,0,0,0,0,1,895,11,0,0,0,0,0,0
2021-06-14,2248,0,0,0,0,0,0,1,0,0,0,0,0,1,0,896,10.6,0,0,0,0,0,0
2021-06-15,2687,0,0,0,0,0,0,1,0,0,0,0,0,1,0,897,10.9,0,0,0,0,0,0
2021-06-16,3167,0,0,0,0,0,0,1,0,0,0,0,0,1,0,898,11.4,0,0,0,0,0,0
2021-06-17,3121,0,0,0,0,0,0,1,0,0,0,0,0,1,0,899,11,0,0,0,0,0,0
2021-06-18,2967,0,0,0,0,0,0,1,0,0,0,0,0,1,0,900,11.8,0,0,0,0,0,0
2021-06-19,2805,0,0,0,0,0,0,1,0,0,0,0,0,0,1,901,11.7,0,0,0,0,0,0
2021-06-20,2881,0,0,0,0,0,0,1,0,0,0,0,0,0,1,902,11.7,0,0,0,0,0,0
2021-06-21,2965,0,0,0,0,0,0,1,0,0,0,0,0,1,0,903,13.5,0,0,0,0,0,0
2021-06-22,3122,0,0,0,0,0,0,1,0,0,0,0,0,1,0,904,12.1,0,0,0,0,0,0
2021-06-23,3303,0,0,0,0,0,0,1,0,0,0,0,0,1,0,905,11.5,0,0,0,0,0,0
2021-06-24,3198,0,0,0,0,0,0,1,0,0,0,0,0,1,0,906,12.6,0,0,0,0,0,0
2021-06-25,2851,0,0,0,0,0,0,1,0,0,0,0,0,1,0,907,12.1,0,0,0,0,0,0
2021-06-26,2558,0,0,0,0,0,0,1,0,0,0,0,0,0,1,908,12.9,0,0,0,0,0,0
2021-06-27,1700,0,0,0,0,0,0,1,0,0,0,0,0,0,1,909,14.2,0,0,0,0,0,0
2021-06-28,1624,0,0,0,0,0,0,1,0,0,0,0,0,1,0,910,15.5,0,0,0,0,0,0
2021-06-29,2275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,911,15.5,0,0,0,0,0,0
2021-06-30,2709,0,0,0,0,0,0,1,0,0,0,0,0,1,0,912,13.6,0,0,0,0,0,0
2021-07-01,2749,0,0,0,0,0,1,0,0,0,0,0,0,1,0,913,12.6,0,1,0,0,0,0
2021-07-02,2790,0,0,0,0,0,1,0,0,0,0,0,0,1,0,914,13.6,0,0,0,0,0,0
2021-07-03,2840,0,0,0,0,0,1,0,0,0,0,0,0,0,1,915,13.2,0,0,0,0,0,0
2021-07-04,3012,0,0,0,0,0,1,0,0,0,0,0,0,0,1,916,12.6,0,0,0,0,0,0
2021-07-05,2990,0,0,0,0,0,1,0,0,0,0,0,0,1,0,917,13.1,0,0,0,0,0,0
2021-07-06,3201,0,0,0,0,0,1,0,0,0,0,0,0,1,0,918,12.4,0,0,0,0,0,0
2021-07-07,2976,0,0,0,0,0,1,0,0,0,0,0,0,1,0,919,13.4,0,0,0,0,0,0
2021-07-08,3177,0,0,0,0,0,1,0,0,0,0,0,0,1,0,920,12.2,0,0,0,0,0,0
2021-07-09,3097,0,0,0,0,0,1,0,0,0,0,0,0,1,0,921,12.2,0,0,0,0,0,0
2021-07-10,2931,0,0,0,0,0,1,0,0,0,0,0,0,0,1,922,12.4,0,0,0,0,0,0
2021-07-11,2820,0,0,0,0,0,1,0,0,0,0,0,0,0,1,923,12.4,0,0,0,0,0,0
2021-07-12,3081,0,0,0,0,0,1,0,0,0,0,0,0,1,0,924,12.4,0,0,0,0,0,0
2021-07-13,3364,0,0,0,0,0,1,0,0,0,0,0,0,1,0,925,13,0,0,0,0,0,0
2021-07-14,3261,0,0,0,0,0,1,0,0,0,0,0,0,1,0,926,12.1,0,0,0,0,0,0
2021-07-15,3034,0,0,0,0,0,1,0,0,0,0,0,0,1,0,927,12.4,0,0,0,0,0,0
2021-07-16,2776,0,0,0,0,0,1,0,0,0,0,0,0,1,0,928,12.5,0,0,0,0,0,0
2021-07-17,2889,0,0,0,0,0,1,0,0,0,0,0,0,0,1,929,12.5,0,0,0,0,0,0
2021-07-18,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,1,930,12.4,0,0,0,0,0,0
2021-07-19,3167,0,0,0,0,0,1,0,0,0,0,0,0,1,0,931,12.8,0,0,0,0,0,0
2021-07-20,3132,0,0,0,0,0,1,0,0,0,0,0,0,1,0,932,14.3,0,0,0,0,0,0
2021-07-21,3097,0,0,0,0,0,1,0,0,0,0,0,0,1,0,933,13.2,0,0,0,0,0,0
2021-07-22,2978,0,0,0,0,0,1,0,0,0,0,0,0,1,0,934,13,0,0,0,0,0,0
2021-07-23,2900,0,0,0,0,0,1,0,0,0,0,0,0,1,0,935,13.2,0,0,0,0,0,0
2021-07-24,2877,0,0,0,0,0,1,0,0,0,0,0,0,0,1,936,13.2,0,0,0,0,0,0
2021-07-25,2845,0,0,0,0,0,1,0,0,0,0,0,0,0,1,937,12.7,0,0,0,0,0,0
2021-07-26,2912,0,0,0,0,0,1,0,0,0,0,0,0,1,0,938,12.5,0,0,0,0,0,0
2021-07-27,3113,0,0,0,0,0,1,0,0,0,0,0,0,1,0,939,12.2,0,0,0,0,0,0
2021-07-28,3195,0,0,0,0,0,1,0,0,0,0,0,0,1,0,940,13.6,0,0,0,0,0,0
2021-07-29,3082,0,0,0,0,0,1,0,0,0,0,0,0,1,0,941,12.6,0,0,0,0,0,0
2021-07-30,2808,0,0,0,0,0,1,0,0,0,0,0,0,1,0,942,12.7,0,0,0,0,0,0
2021-07-31,2248,0,0,0,0,0,1,0,0,0,0,0,0,0,1,943,13.5,0,0,0,0,0,0
2021-08-01,2677,0,1,0,0,0,0,0,0,0,0,0,0,0,1,944,12.9,0,0,0,0,0,0
2021-08-02,2883,0,1,0,0,0,0,0,0,0,0,0,0,1,0,945,13.1,0,1,0,0,0,0
2021-08-03,2807,0,1,0,0,0,0,0,0,0,0,0,0,1,0,946,13.8,0,0,0,0,0,0
2021-08-04,3224,0,1,0,0,0,0,0,0,0,0,0,0,1,0,947,13.8,0,0,0,0,0,0
2021-08-05,2985,0,1,0,0,0,0,0,0,0,0,0,0,1,0,948,15,0,0,0,0,0,0
2021-08-06,2653,0,1,0,0,0,0,0,0,0,0,0,0,1,0,949,13.9,3,0,1,0,0,0
2021-08-07,1807,0,1,0,0,0,0,0,0,0,0,0,0,0,1,950,13,0,0,0,0,0,0
2021-08-08,2887,0,1,0,0,0,0,0,0,0,0,0,0,0,1,951,13.4,0,0,0,0,0,0
2021-08-09,3046,0,1,0,0,0,0,0,0,0,0,0,0,1,0,952,12.9,0,0,0,0,0,0
2021-08-10,3308,0,1,0,0,0,0,0,0,0,0,0,0,1,0,953,13.2,0,0,0,0,0,0
2021-08-11,3252,0,1,0,0,0,0,0,0,0,0,0,0,1,0,954,12.8,0,0,0,0,0,0
2021-08-12,2631,0,1,0,0,0,0,0,0,0,0,0,0,1,0,955,15.5,0,0,0,0,0,0
2021-08-13,2332,0,1,0,0,0,0,0,0,0,0,0,0,1,0,956,14.4,0,0,0,0,0,0
2021-08-14,2476,0,1,0,0,0,0,0,0,0,0,0,0,0,1,957,12.5,0,0,0,0,0,0
2021-08-15,2654,0,1,0,0,0,0,0,0,0,0,0,0,0,1,958,13.4,0,0,0,0,0,0
2021-08-16,2376,0,1,0,0,0,0,0,0,0,0,0,0,1,0,959,14.2,1.5,0,1,0,0,0
2021-08-17,2701,0,1,0,0,0,0,0,0,0,0,0,0,1,0,960,12.7,0.2,0,1,0,0,0
2021-08-18,3156,0,1,0,0,0,0,0,0,0,0,0,0,1,0,961,11.2,0,0,0,0,0,0
2021-08-19,3115,0,1,0,0,0,0,0,0,0,0,0,0,1,0,962,12.1,0,0,0,0,0,0
2021-08-20,2400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,963,12.2,0,0,0,0,0,0
2021-08-21,2338,0,1,0,0,0,0,0,0,0,0,0,0,0,1,964,11.8,0,0,0,0,0,0
2021-08-22,2090,0,1,0,0,0,0,0,0,0,0,0,0,0,1,965,12.8,0,0,0,0,0,0
2021-08-23,2565,0,1,0,0,0,0,0,0,0,0,0,0,1,0,966,11.9,0,0,0,0,0,0
2021-08-24,3208,0,1,0,0,0,0,0,0,0,0,0,0,1,0,967,10.4,0,0,0,0,0,0
2021-08-25,3009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,968,11.5,0,0,0,0,0,0
2021-08-26,1901,0,1,0,0,0,0,0,0,0,0,0,0,1,0,969,12.5,0,0,0,0,0,0
2021-08-27,2730,0,1,0,0,0,0,0,0,0,0,0,0,1,0,970,12.5,0,0,0,0,0,0
2021-08-28,2919,0,1,0,0,0,0,0,0,0,0,0,0,0,1,971,11.4,0,0,0,0,0,0
2021-08-29,2635,0,1,0,0,0,0,0,0,0,0,0,0,0,1,972,11.7,0,0,0,0,0,0
2021-08-30,2144,0,1,0,0,0,0,0,0,0,0,0,0,1,0,973,12.7,0,0,0,0,0,0
2021-08-31,2533,0,1,0,0,0,0,0,0,0,0,0,0,1,0,974,12.4,0,0,0,0,0,0
2021-09-01,2905,0,0,0,0,0,0,0,0,0,0,0,1,1,0,975,9,0,0,0,0,0,0
2021-09-02,3023,0,0,0,0,0,0,0,0,0,0,0,1,1,0,976,10.6,0,0,0,0,0,0
2021-09-03,2614,0,0,0,0,0,0,0,0,0,0,0,1,1,0,977,10.6,0.9,0,1,0,0,0
2021-09-04,1675,0,0,0,0,0,0,0,0,0,0,0,1,0,1,978,12.1,0,0,0,0,0,0
2021-09-05,2126,0,0,0,0,0,0,0,0,0,0,0,1,0,1,979,12.1,0,0,0,0,0,0
2021-09-06,2851,0,0,0,0,0,0,0,0,0,0,0,1,1,0,980,11.9,0,1,0,0,0,0
2021-09-07,3036,0,0,0,0,0,0,0,0,0,0,0,1,1,0,981,12.3,0.2,0,1,0,0,0
2021-09-08,2759,0,0,0,0,0,0,0,0,0,0,0,1,1,0,982,13.5,0,0,0,0,0,0
2021-09-09,2988,0,0,0,0,0,0,0,0,0,0,0,1,1,0,983,12.5,0,0,0,0,0,0
2021-09-10,2775,0,0,0,0,0,0,0,0,0,0,0,1,1,0,984,13.5,3.9,0,1,0,0,0
2021-09-11,995,0,0,0,0,0,0,0,0,0,0,0,1,0,1,985,12.5,3.5,0,1,0,0,0
